mysql> source /Users/hariskaterelos/Documents/hospital-db-management/queries/1.sql
Query OK, 0 rows affected (0.01 sec)

mysql> select * from query_1;
+----------+------+----------+--------------------------+-------------------+-----------------+--------------------+----------------+
| tmima_id | etos | kod_ken  | asfalistikos_foreas      | arithmos_nosilion | synoliko_vasiko | synoliko_prostheto | synoliko_esoda |
|        4 | 2024 | Δ27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1416.00 |            3304.00 |        4720.00 |
|        4 | 2024 | Ζ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          848.00 |            1908.00 |        2756.00 |
|        4 | 2024 | Ζ22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2334.00 |             778.00 |        3112.00 |
|        4 | 2024 | Η40Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          366.00 |             732.00 |        1098.00 |
|        4 | 2024 | Θ05Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1218.00 |            6090.00 |        7308.00 |
|        4 | 2024 | Κ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        30069.00 |               0.00 |       30069.00 |
|        4 | 2024 | Κ09Μα    | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         6413.00 |               0.00 |        6413.00 |
|        4 | 2024 | Κ15Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2728.00 |             682.00 |        3410.00 |
|        4 | 2024 | Κ32Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1089.00 |            2178.00 |        3267.00 |
|        4 | 2024 | Κ33Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |          669.00 |             802.80 |        1471.80 |
|        4 | 2024 | Κ38Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          627.00 |            8151.00 |        8778.00 |
|        4 | 2024 | Λ02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1743.00 |            3486.00 |        5229.00 |
|        4 | 2024 | Λ26Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          257.00 |            1413.50 |        1670.50 |
|        4 | 2024 | Μ10Μ     | ΤΣΑΥ                     |                 2 |         6782.00 |               0.00 |        6782.00 |
|        4 | 2024 | Μ10Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         3816.00 |            5724.00 |        9540.00 |
|        4 | 2024 | Μ20Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1286.00 |            5144.00 |        6430.00 |
|        4 | 2024 | Μ67Μ     | ΤΣΑΥ                     |                 1 |         2428.00 |               0.00 |        2428.00 |
|        4 | 2024 | Ν30Μα    | Ανασφάλιστος             |                 1 |         3408.00 |               0.00 |        3408.00 |
|        4 | 2024 | Ν38Μ     | ΕΟΠΥΥ                    |                 1 |         2327.00 |             698.10 |        3025.10 |
|        4 | 2024 | Ν40Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |          816.00 |            7344.00 |        8160.00 |
|        4 | 2024 | Π26Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1245.00 |             498.00 |        1743.00 |
|        4 | 2024 | Σ01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4472.00 |             745.34 |        5217.34 |
|        4 | 2024 | Τ26Μβ    | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         2346.00 |               0.00 |        2346.00 |
|        4 | 2024 | Υ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          231.00 |            2541.00 |        2772.00 |
|        4 | 2024 | Φ27Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 2 |         2958.00 |            2465.00 |        5423.00 |
|        4 | 2024 | Φ63Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          506.00 |             506.01 |        1012.01 |
|        4 | 2024 | Φ64Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1159.00 |             927.20 |        2086.20 |
|        4 | 2025 | S20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         5277.00 |               0.00 |        5277.00 |
|        4 | 2025 | Α24Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1821.00 |               0.00 |        1821.00 |
|        4 | 2025 | Β05Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          458.00 |            5954.00 |        6412.00 |
|        4 | 2025 | Δ29Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         6513.00 |               0.00 |        6513.00 |
|        4 | 2025 | Ζ21Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          848.00 |             848.00 |        1696.00 |
|        4 | 2025 | Η20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1517.00 |             606.80 |        2123.80 |
|        4 | 2025 | Η42Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         5814.00 |            3633.75 |        9447.75 |
|        4 | 2025 | Κ08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         8956.00 |               0.00 |        8956.00 |
|        4 | 2025 | Μ30Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         2673.00 |           29403.00 |       32076.00 |
|        4 | 2025 | Μ68Α     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |          151.00 |            1208.00 |        1359.00 |
|        4 | 2025 | Μ72Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1681.00 |               0.00 |        1681.00 |
|        4 | 2025 | Ν01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2528.00 |             361.14 |        2889.14 |
|        4 | 2025 | Ν03Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5914.00 |               0.00 |        5914.00 |
|        4 | 2025 | Ν36Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1486.00 |               0.00 |        1486.00 |
|        4 | 2025 | Ν42Μα    | ΕΟΠΥΥ                    |                 1 |         5805.00 |               0.00 |        5805.00 |
|        4 | 2025 | Ο02Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1611.00 |            1074.00 |        2685.00 |
|        4 | 2025 | Ο21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          934.00 |             373.60 |        1307.60 |
|        4 | 2025 | Π02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5741.00 |               0.00 |        5741.00 |
|        4 | 2025 | Π04Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2710.00 |               0.00 |        2710.00 |
|        4 | 2025 | Σ22Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          638.00 |            1595.00 |        2233.00 |
|        4 | 2025 | Τ01Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1381.00 |            6905.00 |        8286.00 |
|        4 | 2025 | Τ03Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        16846.00 |               0.00 |       16846.00 |
|        4 | 2025 | Τ25Μα    | ΕΟΠΥΥ                    |                 1 |         5872.00 |               0.00 |        5872.00 |
|        4 | 2025 | Υ09Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2070.00 |           11385.00 |       13455.00 |
|        4 | 2025 | Υ22Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          545.00 |            2180.00 |        2725.00 |
|        4 | 2025 | Υ23Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1564.00 |            1173.00 |        2737.00 |
|        4 | 2025 | Υ25Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          405.00 |            1417.50 |        1822.50 |
|        4 | 2025 | Φ11Μ     | ΕΟΠΥΥ                    |                 3 |        10971.00 |               0.00 |       10971.00 |
|        4 | 2025 | Ω01Α     | ΕΟΠΥΥ                    |                 1 |        24000.00 |          312000.00 |      336000.00 |
|        5 | 2024 | Α10Χ     | ΕΟΠΥΥ                    |                 1 |         4627.00 |               0.00 |        4627.00 |
|        5 | 2024 | Α22Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1144.00 |               0.00 |        1144.00 |
|        5 | 2024 | Α31Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          910.00 |            1092.00 |        2002.00 |
|        5 | 2024 | Β22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          545.00 |            1271.69 |        1816.69 |
|        5 | 2024 | Ε06Χγ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         8261.00 |               0.00 |        8261.00 |
|        5 | 2024 | Ε10Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        94009.00 |               0.00 |       94009.00 |
|        5 | 2024 | Η20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        10683.00 |               0.00 |       10683.00 |
|        5 | 2024 | Η44Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          436.00 |            1308.00 |        1744.00 |
|        5 | 2024 | Θ06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         3162.00 |           11067.00 |       14229.00 |
|        5 | 2024 | Κ06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5077.00 |            2175.87 |        7252.87 |
|        5 | 2024 | Κ32Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1043.00 |            8344.00 |        9387.00 |
|        5 | 2024 | Κ32Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1089.00 |            1815.00 |        2904.00 |
|        5 | 2024 | Κ34Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4466.00 |               0.00 |        4466.00 |
|        5 | 2024 | Κ41Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4801.00 |               0.00 |        4801.00 |
|        5 | 2024 | Μ27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2179.00 |               0.00 |        2179.00 |
|        5 | 2024 | Μ31Μ     | ΤΣΑΥ                     |                 1 |        11675.00 |               0.00 |       11675.00 |
|        5 | 2024 | Μ61Μ     | ΤΣΑΥ                     |                 1 |         2210.00 |               0.00 |        2210.00 |
|        5 | 2024 | Ν36Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          482.00 |            1205.00 |        1687.00 |
|        5 | 2024 | Π47Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         3363.00 |            4035.60 |        7398.60 |
|        5 | 2024 | Π50Χ     | ΕΟΠΥΥ                    |                 1 |          374.00 |            2244.00 |        2618.00 |
|        5 | 2024 | Τ05Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |        10357.00 |               0.00 |       10357.00 |
|        5 | 2024 | Υ06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          808.00 |            1212.00 |        2020.00 |
|        5 | 2024 | Υ08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1271.00 |            2033.60 |        3304.60 |
|        5 | 2024 | Φ25Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1256.00 |            1884.00 |        3140.00 |
|        5 | 2024 | Ω10Α     | ΟΑΕΕ-ΕΦΚΑ                |                 3 |         2361.00 |           30693.00 |       33054.00 |
|        5 | 2025 | S20Μ     | ΕΟΠΥΥ                    |                 1 |         2716.00 |               0.00 |        2716.00 |
|        5 | 2025 | Α20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3696.00 |               0.00 |        3696.00 |
|        5 | 2025 | Α27Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          350.00 |            1750.00 |        2100.00 |
|        5 | 2025 | Α29Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         1191.00 |            5955.00 |        7146.00 |
|        5 | 2025 | Α36Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         7236.00 |               0.00 |        7236.00 |
|        5 | 2025 | Γ04Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1525.00 |            4574.97 |        6099.97 |
|        5 | 2025 | Γ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2147.00 |             715.66 |        2862.66 |
|        5 | 2025 | Γ10Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          425.00 |            3400.00 |        3825.00 |
|        5 | 2025 | Δ28Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          965.00 |            1688.75 |        2653.75 |
|        5 | 2025 | Δ29Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          161.00 |            1288.00 |        1449.00 |
|        5 | 2025 | Ε09Β     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         9669.00 |            3625.86 |       13294.86 |
|        5 | 2025 | Η01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         7364.00 |               0.00 |        7364.00 |
|        5 | 2025 | Η08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4222.00 |            4925.62 |        9147.62 |
|        5 | 2025 | Η23Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         2358.00 |            4716.00 |        7074.00 |
|        5 | 2025 | Η41Μ     | ΕΟΠΥΥ                    |                 1 |         1930.00 |             428.88 |        2358.88 |
|        5 | 2025 | Κ07Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         5354.00 |            1529.72 |        6883.72 |
|        5 | 2025 | Κ11Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         7292.00 |               0.00 |        7292.00 |
|        5 | 2025 | Κ39Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          327.00 |             490.50 |         817.50 |
|        5 | 2025 | Λ24Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |          576.00 |            1440.00 |        2016.00 |
|        5 | 2025 | Μ20Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2572.00 |           12860.00 |       15432.00 |
|        5 | 2025 | Μ23Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          661.00 |            3305.00 |        3966.00 |
|        5 | 2025 | Μ25Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1260.00 |            2940.00 |        4200.00 |
|        5 | 2025 | Μ32Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         9147.00 |               0.00 |        9147.00 |
|        5 | 2025 | Μ64Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2669.00 |               0.00 |        2669.00 |
|        5 | 2025 | Ν25Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          482.00 |            1205.00 |        1687.00 |
|        5 | 2025 | Ξ01Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3476.00 |            2482.85 |        5958.85 |
|        5 | 2025 | Ξ22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          514.00 |            1884.63 |        2398.63 |
|        5 | 2025 | Ο11Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          639.00 |            5751.00 |        6390.00 |
|        5 | 2025 | Ο12Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1166.00 |            4664.00 |        5830.00 |
|        5 | 2025 | Ο16Α     | ΤΣΑΥ                     |                 1 |          592.00 |            7696.00 |        8288.00 |
|        5 | 2025 | Π03Χα    | ΙΚΑ-ΕΦΚΑ                 |                 3 |         8478.00 |               0.00 |        8478.00 |
|        5 | 2025 | Π10Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          868.00 |            4340.00 |        5208.00 |
|        5 | 2025 | Π10Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 3 |         2604.00 |           18228.00 |       20832.00 |
|        5 | 2025 | Π27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2521.00 |               0.00 |        2521.00 |
|        5 | 2025 | Ρ05Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3050.00 |            1355.56 |        4405.56 |
|        5 | 2025 | Τ27Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          428.00 |             856.02 |        1284.02 |
|        5 | 2025 | Υ09Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4729.00 |               0.00 |        4729.00 |
|        5 | 2025 | Υ09Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1035.00 |            3105.00 |        4140.00 |
|        5 | 2025 | Υ27Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1673.00 |            1673.00 |        3346.00 |
|        5 | 2025 | Υ27Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          358.00 |            1074.00 |        1432.00 |
|        5 | 2025 | Ω37Β     | ΤΣΑΥ                     |                 1 |          661.00 |            2203.30 |        2864.30 |
|        6 | 2024 | S23Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2039.00 |               0.00 |        2039.00 |
|        6 | 2024 | Α12Α     | ΕΟΠΥΥ                    |                 1 |         1910.00 |           22920.00 |       24830.00 |
|        6 | 2024 | Α21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4374.00 |               0.00 |        4374.00 |
|        6 | 2024 | Α35Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1556.00 |             778.00 |        2334.00 |
|        6 | 2024 | Β03Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          771.00 |            3084.00 |        3855.00 |
|        6 | 2024 | Β20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          413.00 |            1032.50 |        1445.50 |
|        6 | 2024 | Γ05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         6441.00 |            7514.43 |       13955.43 |
|        6 | 2024 | Δ09Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          688.00 |            3784.00 |        4472.00 |
|        6 | 2024 | Δ12Χβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1774.00 |            1330.50 |        3104.50 |
|        6 | 2024 | Δ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2669.00 |               0.00 |        2669.00 |
|        6 | 2024 | Δ20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1471.00 |               0.00 |        1471.00 |
|        6 | 2024 | Ζ03Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         4624.00 |            5548.80 |       10172.80 |
|        6 | 2024 | Η05Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4533.00 |               0.00 |        4533.00 |
|        6 | 2024 | Η06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         4668.00 |             933.60 |        5601.60 |
|        6 | 2024 | Κ21Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3680.00 |               0.00 |        3680.00 |
|        6 | 2024 | Κ46Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1245.00 |               0.00 |        1245.00 |
|        6 | 2024 | Λ03Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         2498.00 |            4995.96 |        7493.96 |
|        6 | 2024 | Λ20Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          872.00 |            1744.02 |        2616.02 |
|        6 | 2024 | Μ18Α     | Ανασφάλιστος             |                 1 |          743.00 |            8173.00 |        8916.00 |
|        6 | 2024 | Μ69Χ     | ΕΟΠΥΥ                    |                 1 |          428.00 |            1284.00 |        1712.00 |
|        6 | 2024 | Ν06Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          969.00 |            3876.00 |        4845.00 |
|        6 | 2024 | Ν30Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          420.00 |             630.00 |        1050.00 |
|        6 | 2024 | Ξ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1945.00 |            1111.44 |        3056.44 |
|        6 | 2024 | Π04Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2710.00 |             602.22 |        3312.22 |
|        6 | 2024 | Π07Μ     | ΤΣΑΥ                     |                 1 |         1550.00 |             930.00 |        2480.00 |
|        6 | 2024 | Ρ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2514.00 |               0.00 |        2514.00 |
|        6 | 2024 | Ρ23Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          428.00 |             856.00 |        1284.00 |
|        6 | 2024 | Τ05Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        31071.00 |               0.00 |       31071.00 |
|        6 | 2024 | Υ03Μα    | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         6431.00 |               0.00 |        6431.00 |
|        6 | 2024 | Υ24Α     | ΕΟΠΥΥ                    |                 1 |          389.00 |             583.50 |         972.50 |
|        6 | 2024 | Φ26Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          828.00 |            4140.00 |        4968.00 |
|        6 | 2024 | Χ43Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2568.00 |               0.00 |        2568.00 |
|        6 | 2024 | Ω02Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1609.00 |            5631.50 |        7240.50 |
|        6 | 2024 | Ω14Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          740.00 |            2960.00 |        3700.00 |
|        6 | 2025 | W13Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          685.00 |            2740.00 |        3425.00 |
|        6 | 2025 | Α22Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1144.00 |            1334.69 |        2478.69 |
|        6 | 2025 | Β21Α     | ΙΚΑ-ΕΦΚΑ                 |                 2 |          918.00 |            2754.00 |        3672.00 |
|        6 | 2025 | Β22Α     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         1635.00 |            5995.11 |        7630.11 |
|        6 | 2025 | Γ06Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         3298.00 |            4534.75 |        7832.75 |
|        6 | 2025 | Γ20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         2265.00 |            6040.08 |        8305.08 |
|        6 | 2025 | Δ09Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          688.00 |            1032.00 |        1720.00 |
|        6 | 2025 | Δ24Μ     | ΕΟΠΥΥ                    |                 1 |         1619.00 |               0.00 |        1619.00 |
|        6 | 2025 | Η40Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |          965.00 |             386.00 |        1351.00 |
|        6 | 2025 | Θ04Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4378.00 |             547.25 |        4925.25 |
|        6 | 2025 | Θ09Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         4895.00 |               0.00 |        4895.00 |
|        6 | 2025 | Κ07Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 3 |        21837.00 |               0.00 |       21837.00 |
|        6 | 2025 | Κ10Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2724.00 |            5448.00 |        8172.00 |
|        6 | 2025 | Κ19Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         3194.00 |            8517.36 |       11711.36 |
|        6 | 2025 | Κ42Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          934.00 |               0.00 |         934.00 |
|        6 | 2025 | Μ61Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |         6630.00 |               0.00 |        6630.00 |
|        6 | 2025 | Ν22Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          243.00 |            1215.00 |        1458.00 |
|        6 | 2025 | Ν27Μβ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1307.00 |               0.00 |        1307.00 |
|        6 | 2025 | Ν35Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          350.00 |            2100.00 |        2450.00 |
|        6 | 2025 | Π27Χ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |          988.00 |             741.00 |        1729.00 |
|        6 | 2025 | Π47Μ     | ΤΣΑΥ                     |                 1 |         1121.00 |            1569.40 |        2690.40 |
|        6 | 2025 | Ρ24Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         1246.00 |            4568.74 |        5814.74 |
|        6 | 2025 | Σ03Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1099.00 |            4029.63 |        5128.63 |
|        6 | 2025 | Τ25Χ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |         5292.00 |               0.00 |        5292.00 |
|        6 | 2025 | Τ26Μγ    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1644.00 |               0.00 |        1644.00 |
|        6 | 2025 | Υ07Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1218.00 |            1218.00 |        2436.00 |
|        6 | 2025 | Υ07Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          680.00 |            5440.00 |        6120.00 |
|        6 | 2025 | Υ23Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          560.00 |            1120.02 |        1680.02 |
|        6 | 2025 | Φ02Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        18852.00 |               0.00 |       18852.00 |
|        6 | 2025 | Φ22Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2357.00 |            1414.20 |        3771.20 |
|        6 | 2025 | Χ45Α     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          965.00 |            1688.75 |        2653.75 |
|        7 | 2024 | S01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1334.00 |           16008.00 |       17342.00 |
|        7 | 2024 | S21Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          232.00 |            3016.00 |        3248.00 |
|        7 | 2024 | Α33Μα    | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2023.00 |               0.00 |        2023.00 |
|        7 | 2024 | Α33Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          607.00 |            2225.63 |        2832.63 |
|        7 | 2024 | Α34Μα    | ΕΟΠΥΥ                    |                 1 |         1977.00 |               0.00 |        1977.00 |
|        7 | 2024 | Β01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2892.00 |            5784.00 |        8676.00 |
|        7 | 2024 | Β24Α     | Ανασφάλιστος             |                 1 |          296.00 |            2072.00 |        2368.00 |
|        7 | 2024 | Γ01Α     | ΤΣΑΥ                     |                 3 |         8892.00 |               0.00 |        8892.00 |
|        7 | 2024 | Δ28Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1969.00 |               0.00 |        1969.00 |
|        7 | 2024 | Ε07Α     | ΤΣΑΥ                     |                 1 |        26508.00 |               0.00 |       26508.00 |
|        7 | 2024 | Ε08Μ     | ΙΚΑ-ΕΦΚΑ                 |                 2 |        20034.00 |               0.00 |       20034.00 |
|        7 | 2024 | Η06Μ     | ΟΑΕΕ-ΕΦΚΑ                |                 2 |         9292.00 |               0.00 |        9292.00 |
|        7 | 2024 | Η20Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1517.00 |            1517.00 |        3034.00 |
|        7 | 2024 | Η42Μ     | ΕΟΠΥΥ                    |                 1 |         1938.00 |             242.25 |        2180.25 |
|        7 | 2024 | Θ01Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         6202.00 |               0.00 |        6202.00 |
|        7 | 2024 | Θ01Μ     | ΟΑΕΕ-ΕΦΚΑ                |                 1 |         6202.00 |               0.00 |        6202.00 |
|        7 | 2024 | Θ20Μ     | ΙΚΑ-ΕΦΚΑ                 |                 3 |        12888.00 |               0.00 |       12888.00 |
|        7 | 2024 | Κ13Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1660.00 |             948.56 |        2608.56 |
|        7 | 2024 | Κ14Μα    | ΙΚΑ-ΕΦΚΑ                 |                 3 |        10707.00 |             973.35 |       11680.35 |
|        7 | 2024 | Κ14Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         1277.00 |            7662.00 |        8939.00 |
|        7 | 2024 | Κ31Μ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         2038.00 |            1019.00 |        3057.00 |
|        7 | 2024 | Κ40Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |          794.00 |            1058.68 |        1852.68 |
|        7 | 2024 | Μ01Χ     | ΙΚΑ-ΕΦΚΑ                 |                 1 |         9606.00 |            5489.16 |       15095.16 |
